,Gender,Has a car,Has a property,Income,Employment status,Education level,Marital status,Dwelling,Age,Employment length,Has a work phone,Has a phone,Has an email,Family member count,Account age,status
14946,F,Y,N,90000.0,State servant,Higher education,Married,House / apartment,10393,2255,1,0,0,4.0,7.0,0
14947,F,Y,N,360000.0,Commercial associate,Higher education,Married,House / apartment,16363,217,1,0,0,2.0,17.0,0
14948,F,N,N,81000.0,Commercial associate,Secondary / secondary special,Married,With parents,11277,1160,0,0,0,4.0,10.0,0
14949,M,N,N,180000.0,Working,Secondary / secondary special,Married,House / apartment,19618,1617,1,1,0,2.0,24.0,0
14950,M,N,N,180000.0,Working,Secondary / secondary special,Married,House / apartment,19618,1617,1,1,0,2.0,30.0,1
14951,M,N,N,180000.0,Working,Secondary / secondary special,Married,House / apartment,19618,1617,1,1,0,2.0,38.0,1
14959,F,N,N,135000.0,State servant,Higher education,Married,House / apartment,12490,1191,1,1,0,2.0,11.0,0
14960,F,N,N,135000.0,State servant,Higher education,Married,House / apartment,12490,1191,1,1,0,2.0,22.0,0
14961,F,N,N,135000.0,State servant,Higher education,Married,House / apartment,12490,1191,1,1,0,2.0,2.0,0
14962,F,N,N,135000.0,State servant,Higher education,Married,House / apartment,12490,1191,1,1,0,2.0,10.0,0
14973,F,N,N,225000.0,Commercial associate,Higher education,Married,House / apartment,10559,429,1,1,0,2.0,35.0,1
14974,F,N,N,225000.0,Commercial associate,Higher education,Married,House / apartment,10559,429,1,1,0,2.0,51.0,1
14975,F,N,N,225000.0,Commercial associate,Higher education,Married,House / apartment,10559,429,1,1,0,2.0,49.0,1
14976,F,N,N,225000.0,Commercial associate,Higher education,Married,House / apartment,10559,429,1,1,0,2.0,59.0,1
14977,F,N,N,225000.0,Commercial associate,Higher education,Married,House / apartment,10559,429,1,1,0,2.0,17.0,0
14978,F,N,N,225000.0,Commercial associate,Higher education,Married,House / apartment,10559,429,1,1,0,2.0,12.0,0
14979,F,N,N,225000.0,Commercial associate,Higher education,Married,House / apartment,10559,429,1,1,0,2.0,2.0,0
14980,F,N,N,225000.0,Commercial associate,Higher education,Married,House / apartment,10559,429,1,1,0,2.0,41.0,1
14981,F,N,N,225000.0,Commercial associate,Higher education,Married,House / apartment,10559,429,1,1,0,2.0,12.0,0
14982,F,N,N,225000.0,Commercial associate,Higher education,Married,House / apartment,10559,429,1,1,0,2.0,18.0,0
14983,F,N,N,225000.0,Commercial associate,Higher education,Married,House / apartment,10559,429,1,1,0,2.0,10.0,0
14984,M,N,Y,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,18983,460,0,0,0,1.0,0.0,0
14985,M,Y,N,315000.0,Commercial associate,Secondary / secondary special,Single / not married,With parents,11714,1434,0,0,0,1.0,43.0,1
14986,M,Y,N,315000.0,Commercial associate,Secondary / secondary special,Single / not married,With parents,11714,1434,0,0,0,1.0,37.0,1
14987,F,N,N,162000.0,Working,Secondary / secondary special,Married,House / apartment,16925,1648,1,0,0,2.0,4.0,0
14988,F,N,N,162000.0,Working,Secondary / secondary special,Married,House / apartment,16925,1648,1,0,0,2.0,44.0,1
14989,F,N,N,162000.0,Working,Secondary / secondary special,Married,House / apartment,16925,1648,1,0,0,2.0,12.0,0
14990,F,N,N,162000.0,Working,Secondary / secondary special,Married,House / apartment,16925,1648,1,0,0,2.0,10.0,0
14991,F,N,N,162000.0,Working,Secondary / secondary special,Married,House / apartment,16925,1648,1,0,0,2.0,9.0,0
14992,F,N,N,162000.0,Working,Secondary / secondary special,Married,House / apartment,16925,1648,1,0,0,2.0,3.0,0
14993,F,N,N,162000.0,Working,Secondary / secondary special,Married,House / apartment,16925,1648,1,0,0,2.0,3.0,0
14994,F,N,Y,112500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,12849,6273,1,0,0,1.0,38.0,1
14995,F,N,Y,112500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,12849,6273,1,0,0,1.0,38.0,1
14996,F,N,Y,112500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,12849,6273,1,0,0,1.0,10.0,0
14997,F,N,Y,112500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,12849,6273,1,0,0,1.0,22.0,0
14998,M,N,Y,90000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,15140,1525,1,1,0,2.0,34.0,1
14999,M,N,Y,90000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,15140,1525,1,1,0,2.0,35.0,1
15000,M,N,Y,90000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,15140,1525,1,1,0,2.0,36.0,1
15001,M,N,Y,90000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,15140,1525,1,1,0,2.0,41.0,1
15002,M,N,Y,90000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,15140,1525,1,1,0,2.0,7.0,0
15003,M,N,Y,90000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,15140,1525,1,1,0,2.0,16.0,0
15004,M,N,Y,90000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,15140,1525,1,1,0,2.0,39.0,1
15005,M,N,Y,90000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,15140,1525,1,1,0,2.0,34.0,1
15006,M,N,Y,90000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,15140,1525,1,1,0,2.0,24.0,0
15007,M,N,Y,90000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,15140,1525,1,1,0,2.0,10.0,0
15008,M,N,Y,90000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,15140,1525,1,1,0,2.0,7.0,0
15009,F,N,Y,270000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,16133,582,0,0,0,2.0,10.0,0
15010,F,N,Y,270000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,16133,582,0,0,0,2.0,4.0,0
15011,F,N,Y,270000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,16133,582,0,0,0,2.0,17.0,0
15012,F,N,Y,270000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,16133,582,0,0,0,2.0,33.0,1
15013,F,N,Y,270000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,16133,582,0,0,0,2.0,10.0,0
15014,F,N,Y,270000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,16133,582,0,0,0,2.0,3.0,0
15015,F,N,Y,270000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,16133,582,0,0,0,2.0,19.0,0
15016,F,N,Y,270000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,16133,582,0,0,0,2.0,15.0,0
15017,F,N,Y,270000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,16133,582,0,0,0,2.0,14.0,0
15018,F,N,Y,270000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,16133,582,0,0,0,2.0,4.0,0
15019,F,N,Y,270000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,16133,582,0,0,0,2.0,2.0,0
15020,F,N,Y,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,9605,672,0,0,0,2.0,1.0,0
15023,M,Y,Y,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,17147,1982,0,0,0,3.0,40.0,1
15024,M,Y,Y,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,17147,1982,0,0,0,3.0,43.0,1
15025,M,Y,Y,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,17147,1982,0,0,0,3.0,40.0,1
15026,M,Y,Y,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,17147,1982,0,0,0,3.0,6.0,0
15027,F,Y,Y,112500.0,Working,Secondary / secondary special,Married,House / apartment,8768,1038,0,0,0,2.0,9.0,0
15034,F,N,N,90000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,11630,1890,0,0,0,3.0,6.0,0
15035,F,N,N,90000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,11630,1890,0,0,0,3.0,57.0,1
15036,F,N,N,90000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,11630,1890,0,0,0,3.0,23.0,0
15038,F,N,Y,202500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,10981,552,0,0,0,2.0,5.0,0
15039,F,N,Y,202500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,10981,552,0,0,0,2.0,28.0,0
15040,F,Y,Y,135000.0,Working,Secondary / secondary special,Married,House / apartment,16344,126,0,1,0,2.0,8.0,0
15041,F,N,Y,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,10809,1222,0,0,0,1.0,3.0,0
15042,F,N,Y,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,10809,1222,0,0,0,1.0,4.0,0
15043,F,N,Y,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,10809,1222,0,0,0,1.0,2.0,0
15044,F,N,Y,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,10809,1222,0,0,0,1.0,0.0,0
15045,F,N,Y,90000.0,Working,Secondary / secondary special,Married,House / apartment,17557,2378,0,0,0,2.0,5.0,0
15046,M,Y,Y,202500.0,Working,Secondary / secondary special,Married,House / apartment,15207,2102,1,1,0,3.0,43.0,1
15047,M,Y,Y,202500.0,Working,Secondary / secondary special,Married,House / apartment,15207,2102,1,1,0,3.0,40.0,1
15048,M,Y,Y,202500.0,Working,Secondary / secondary special,Married,House / apartment,15207,2102,1,1,0,3.0,27.0,0
15049,M,Y,Y,202500.0,Working,Secondary / secondary special,Married,House / apartment,15207,2102,1,1,0,3.0,42.0,1
15050,M,Y,Y,202500.0,Working,Secondary / secondary special,Married,House / apartment,15207,2102,1,1,0,3.0,38.0,1
15051,M,Y,Y,202500.0,Working,Secondary / secondary special,Married,House / apartment,15207,2102,1,1,0,3.0,22.0,0
15052,M,Y,Y,202500.0,Working,Secondary / secondary special,Married,House / apartment,15207,2102,1,1,0,3.0,31.0,1
15053,M,Y,Y,202500.0,Working,Secondary / secondary special,Married,House / apartment,15207,2102,1,1,0,3.0,27.0,0
15054,M,Y,Y,202500.0,Working,Secondary / secondary special,Married,House / apartment,15207,2102,1,1,0,3.0,37.0,1
15055,M,Y,Y,202500.0,Working,Secondary / secondary special,Married,House / apartment,15207,2102,1,1,0,3.0,19.0,0
15056,F,Y,Y,225000.0,State servant,Secondary / secondary special,Married,House / apartment,18110,2074,0,0,0,2.0,34.0,1
15057,F,Y,Y,225000.0,State servant,Secondary / secondary special,Married,House / apartment,18110,2074,0,0,0,2.0,43.0,1
15058,F,N,N,90000.0,Working,Secondary / secondary special,Married,Municipal apartment,18223,4082,0,0,0,2.0,2.0,0
15059,F,N,Y,157500.0,State servant,Higher education,Married,House / apartment,14395,5300,0,0,0,4.0,37.0,1
15060,F,N,Y,157500.0,State servant,Higher education,Married,House / apartment,14395,5300,0,0,0,4.0,27.0,0
15061,F,N,Y,157500.0,State servant,Higher education,Married,House / apartment,14395,5300,0,0,0,4.0,18.0,0
15067,M,N,Y,202500.0,Working,Incomplete higher,Civil marriage,House / apartment,8637,95,0,1,1,2.0,10.0,0
15068,M,N,Y,202500.0,Working,Incomplete higher,Civil marriage,House / apartment,8637,95,0,1,1,2.0,4.0,0
15069,M,N,Y,202500.0,Working,Incomplete higher,Civil marriage,House / apartment,8637,95,0,1,1,2.0,1.0,0
15074,F,N,Y,90000.0,Working,Higher education,Married,House / apartment,10520,2378,0,0,0,3.0,55.0,1
15075,F,N,Y,90000.0,Working,Higher education,Married,House / apartment,10520,2378,0,0,0,3.0,55.0,1
15076,F,N,Y,90000.0,Working,Higher education,Married,House / apartment,10520,2378,0,0,0,3.0,14.0,0
15077,F,N,Y,90000.0,Working,Higher education,Married,House / apartment,10520,2378,0,0,0,3.0,19.0,0
15078,F,N,Y,90000.0,Working,Higher education,Married,House / apartment,10520,2378,0,0,0,3.0,13.0,0
15079,F,N,Y,90000.0,Working,Higher education,Married,House / apartment,10520,2378,0,0,0,3.0,55.0,1
15080,F,N,Y,90000.0,Working,Higher education,Married,House / apartment,10520,2378,0,0,0,3.0,40.0,1
15081,F,N,Y,90000.0,Working,Higher education,Married,House / apartment,10520,2378,0,0,0,3.0,38.0,1
15082,F,N,Y,90000.0,Working,Higher education,Married,House / apartment,10520,2378,0,0,0,3.0,24.0,0
15083,F,N,Y,90000.0,Working,Higher education,Married,House / apartment,10520,2378,0,0,0,3.0,24.0,0
15084,F,N,Y,90000.0,Working,Higher education,Married,House / apartment,10520,2378,0,0,0,3.0,51.0,1
15085,F,Y,Y,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,13850,2774,0,0,0,2.0,29.0,0
15086,F,Y,Y,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,13850,2774,0,0,0,2.0,11.0,0
15087,M,Y,Y,202500.0,Working,Higher education,Married,House / apartment,11132,917,0,1,0,4.0,35.0,1
15088,M,Y,Y,202500.0,Working,Higher education,Married,House / apartment,11132,917,0,1,0,4.0,48.0,1
15089,M,Y,Y,202500.0,Working,Higher education,Married,House / apartment,11132,917,0,1,0,4.0,48.0,1
15090,M,Y,Y,202500.0,Working,Higher education,Married,House / apartment,11132,917,0,1,0,4.0,28.0,0
15102,M,Y,N,144000.0,Working,Secondary / secondary special,Married,With parents,10145,249,1,0,0,4.0,27.0,0
15103,M,Y,Y,225000.0,State servant,Secondary / secondary special,Married,House / apartment,17237,1710,0,0,0,3.0,46.0,1
15104,M,Y,Y,225000.0,State servant,Secondary / secondary special,Married,House / apartment,17237,1710,0,0,0,3.0,46.0,1
15105,M,Y,Y,225000.0,State servant,Secondary / secondary special,Married,House / apartment,17237,1710,0,0,0,3.0,10.0,0
15106,M,Y,Y,225000.0,State servant,Secondary / secondary special,Married,House / apartment,17237,1710,0,0,0,3.0,4.0,0
15108,F,N,Y,157500.0,Working,Secondary / secondary special,Separated,House / apartment,19176,2959,0,0,0,2.0,42.0,1
15109,F,N,Y,157500.0,Working,Secondary / secondary special,Separated,House / apartment,19176,2959,0,0,0,2.0,31.0,1
15110,F,N,Y,157500.0,Working,Secondary / secondary special,Separated,House / apartment,19176,2959,0,0,0,2.0,23.0,0
15111,F,N,Y,157500.0,State servant,Secondary / secondary special,Single / not married,House / apartment,13463,767,0,0,0,1.0,26.0,0
15112,F,N,Y,157500.0,State servant,Secondary / secondary special,Single / not married,House / apartment,13463,767,0,0,0,1.0,26.0,0
15113,F,N,Y,157500.0,State servant,Secondary / secondary special,Single / not married,House / apartment,13463,767,0,0,0,1.0,16.0,0
15114,F,N,Y,157500.0,State servant,Secondary / secondary special,Single / not married,House / apartment,13463,767,0,0,0,1.0,44.0,1
15115,F,N,Y,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,15176,7100,0,1,0,2.0,54.0,1
15116,F,N,Y,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,15176,7100,0,1,0,2.0,54.0,1
15117,F,N,Y,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,15176,7100,0,1,0,2.0,19.0,0
15118,F,N,Y,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,15176,7100,0,1,0,2.0,18.0,0
15119,F,N,Y,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,15176,7100,0,1,0,2.0,37.0,1
15120,F,Y,N,202500.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,14320,829,0,0,0,2.0,6.0,0
15146,F,N,N,450000.0,Working,Higher education,Married,House / apartment,11870,221,0,0,0,4.0,2.0,0
15147,F,N,N,450000.0,Working,Higher education,Married,House / apartment,11870,221,0,0,0,4.0,15.0,0
15148,F,N,N,450000.0,Working,Higher education,Married,House / apartment,11870,221,0,0,0,4.0,23.0,0
15149,F,N,N,450000.0,Working,Higher education,Married,House / apartment,11870,221,0,0,0,4.0,23.0,0
15150,F,N,N,450000.0,Working,Higher education,Married,House / apartment,11870,221,0,0,0,4.0,15.0,0
15153,F,Y,Y,202500.0,Working,Higher education,Married,House / apartment,21227,829,0,0,0,2.0,41.0,1
15154,F,Y,Y,202500.0,Working,Higher education,Married,House / apartment,21227,829,0,0,0,2.0,22.0,0
15155,F,N,Y,135000.0,Working,Secondary / secondary special,Widow,House / apartment,20929,1651,0,0,0,1.0,24.0,0
15156,F,N,Y,135000.0,Working,Secondary / secondary special,Widow,House / apartment,20929,1651,0,0,0,1.0,24.0,0
15157,F,N,Y,135000.0,Working,Secondary / secondary special,Widow,House / apartment,20929,1651,0,0,0,1.0,31.0,1
15158,F,N,Y,135000.0,Working,Secondary / secondary special,Widow,House / apartment,20929,1651,0,0,0,1.0,28.0,0
15159,F,N,Y,135000.0,Working,Secondary / secondary special,Widow,House / apartment,20929,1651,0,0,0,1.0,1.0,0
15160,F,Y,N,135000.0,Commercial associate,Higher education,Single / not married,House / apartment,10130,1651,0,0,0,2.0,57.0,1
15161,F,Y,N,135000.0,Commercial associate,Higher education,Single / not married,House / apartment,10130,1651,0,0,0,2.0,55.0,1
15162,F,Y,N,135000.0,Commercial associate,Higher education,Single / not married,House / apartment,10130,1651,0,0,0,2.0,37.0,1
15163,F,Y,N,135000.0,Commercial associate,Higher education,Single / not married,House / apartment,10130,1651,0,0,0,2.0,37.0,1
15164,F,Y,N,135000.0,Commercial associate,Higher education,Single / not married,House / apartment,10130,1651,0,0,0,2.0,37.0,1
15165,F,Y,N,135000.0,Commercial associate,Higher education,Single / not married,House / apartment,10130,1651,0,0,0,2.0,33.0,1
15166,F,Y,N,135000.0,Commercial associate,Higher education,Single / not married,House / apartment,10130,1651,0,0,0,2.0,33.0,1
15167,F,Y,N,135000.0,Commercial associate,Higher education,Single / not married,House / apartment,10130,1651,0,0,0,2.0,19.0,0
15168,F,Y,N,135000.0,Commercial associate,Higher education,Single / not married,House / apartment,10130,1651,0,0,0,2.0,29.0,0
15169,F,Y,N,135000.0,Commercial associate,Higher education,Single / not married,House / apartment,10130,1651,0,0,0,2.0,34.0,1
15170,F,Y,N,135000.0,Commercial associate,Higher education,Single / not married,House / apartment,10130,1651,0,0,0,2.0,42.0,1
15171,F,Y,N,135000.0,Commercial associate,Higher education,Single / not married,House / apartment,10130,1651,0,0,0,2.0,1.0,0
15172,F,Y,N,135000.0,Commercial associate,Higher education,Single / not married,House / apartment,10130,1651,0,0,0,2.0,23.0,0
15190,F,N,Y,90000.0,Working,Lower secondary,Single / not married,House / apartment,10523,2778,0,0,0,1.0,6.0,0
15191,F,N,Y,90000.0,Working,Lower secondary,Single / not married,House / apartment,10523,2778,0,0,0,1.0,3.0,0
15192,F,Y,N,171000.0,Commercial associate,Higher education,Single / not married,House / apartment,9937,129,1,1,0,1.0,2.0,0
15215,M,Y,Y,247500.0,Working,Higher education,Married,Municipal apartment,15606,160,0,1,0,3.0,31.0,1
15216,M,Y,Y,247500.0,Working,Higher education,Married,Municipal apartment,15606,160,0,1,0,3.0,2.0,0
15217,M,Y,Y,247500.0,Working,Higher education,Married,Municipal apartment,15606,160,0,1,0,3.0,49.0,1
15218,M,Y,Y,247500.0,Working,Higher education,Married,Municipal apartment,15606,160,0,1,0,3.0,49.0,1
15219,M,Y,Y,247500.0,Working,Higher education,Married,Municipal apartment,15606,160,0,1,0,3.0,26.0,0
15220,M,Y,Y,247500.0,Working,Higher education,Married,Municipal apartment,15606,160,0,1,0,3.0,44.0,1
15221,M,Y,Y,247500.0,Working,Higher education,Married,Municipal apartment,15606,160,0,1,0,3.0,13.0,0
15223,F,N,Y,135000.0,Working,Higher education,Single / not married,House / apartment,9100,1133,0,0,0,1.0,35.0,1
15224,F,N,Y,135000.0,Working,Higher education,Single / not married,House / apartment,9100,1133,0,0,0,1.0,35.0,1
15225,F,N,Y,135000.0,Working,Higher education,Single / not married,House / apartment,9100,1133,0,0,0,1.0,24.0,0
15226,F,N,Y,135000.0,Working,Higher education,Single / not married,House / apartment,9100,1133,0,0,0,1.0,19.0,0
15227,F,N,Y,135000.0,Working,Higher education,Single / not married,House / apartment,9100,1133,0,0,0,1.0,10.0,0
15228,F,N,Y,135000.0,Working,Higher education,Single / not married,House / apartment,9100,1133,0,0,0,1.0,31.0,1
15229,F,N,Y,135000.0,Working,Higher education,Single / not married,House / apartment,9100,1133,0,0,0,1.0,2.0,0
15230,F,N,Y,135000.0,Working,Higher education,Single / not married,House / apartment,9100,1133,0,0,0,1.0,35.0,1
15231,F,N,Y,135000.0,Working,Higher education,Single / not married,House / apartment,9100,1133,0,0,0,1.0,31.0,1
15232,F,N,Y,135000.0,Working,Higher education,Single / not married,House / apartment,9100,1133,0,0,0,1.0,30.0,1
15233,F,N,Y,135000.0,Working,Higher education,Single / not married,House / apartment,9100,1133,0,0,0,1.0,23.0,0
15234,F,N,Y,135000.0,Working,Higher education,Single / not married,House / apartment,9100,1133,0,0,0,1.0,5.0,0
15235,F,N,Y,135000.0,Working,Higher education,Single / not married,House / apartment,9100,1133,0,0,0,1.0,2.0,0
15265,F,N,Y,67500.0,State servant,Secondary / secondary special,Married,House / apartment,18150,2747,0,0,0,2.0,58.0,1
15266,F,N,Y,67500.0,State servant,Secondary / secondary special,Married,House / apartment,18150,2747,0,0,0,2.0,45.0,1
15267,F,N,Y,67500.0,State servant,Secondary / secondary special,Married,House / apartment,18150,2747,0,0,0,2.0,45.0,1
15268,F,N,Y,67500.0,State servant,Secondary / secondary special,Married,House / apartment,18150,2747,0,0,0,2.0,16.0,0
15269,F,N,Y,67500.0,State servant,Secondary / secondary special,Married,House / apartment,18150,2747,0,0,0,2.0,20.0,0
15270,M,N,Y,360000.0,State servant,Higher education,Married,House / apartment,16027,5639,0,1,0,4.0,35.0,1
15271,M,N,Y,360000.0,State servant,Higher education,Married,House / apartment,16027,5639,0,1,0,4.0,45.0,1
15272,M,N,Y,360000.0,State servant,Higher education,Married,House / apartment,16027,5639,0,1,0,4.0,51.0,1
15273,M,N,Y,360000.0,State servant,Higher education,Married,House / apartment,16027,5639,0,1,0,4.0,20.0,0
15274,M,N,Y,360000.0,State servant,Higher education,Married,House / apartment,16027,5639,0,1,0,4.0,24.0,0
15275,M,N,Y,360000.0,State servant,Higher education,Married,House / apartment,16027,5639,0,1,0,4.0,11.0,0
15276,M,N,Y,360000.0,State servant,Higher education,Married,House / apartment,16027,5639,0,1,0,4.0,30.0,1
15296,F,N,Y,157500.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,21791,5089,0,0,0,1.0,18.0,0
15297,F,N,Y,157500.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,21791,5089,0,0,0,1.0,28.0,0
15298,F,N,Y,157500.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,21791,5089,0,0,0,1.0,11.0,0
15299,F,Y,Y,144000.0,Working,Secondary / secondary special,Married,House / apartment,11680,3873,1,1,0,4.0,36.0,1
15300,F,Y,Y,144000.0,Working,Secondary / secondary special,Married,House / apartment,11680,3873,1,1,0,4.0,23.0,0
15301,F,Y,Y,144000.0,Working,Secondary / secondary special,Married,House / apartment,11680,3873,1,1,0,4.0,52.0,1
15302,F,Y,Y,144000.0,Working,Secondary / secondary special,Married,House / apartment,11680,3873,1,1,0,4.0,3.0,0
15303,F,Y,Y,121500.0,State servant,Secondary / secondary special,Married,House / apartment,16114,706,0,0,0,3.0,38.0,1
15304,F,Y,Y,121500.0,State servant,Secondary / secondary special,Married,House / apartment,16114,706,0,0,0,3.0,3.0,0
15305,F,Y,Y,121500.0,State servant,Secondary / secondary special,Married,House / apartment,16114,706,0,0,0,3.0,3.0,0
15306,F,Y,Y,121500.0,State servant,Secondary / secondary special,Married,House / apartment,16114,706,0,0,0,3.0,14.0,0
15307,F,Y,Y,121500.0,State servant,Secondary / secondary special,Married,House / apartment,16114,706,0,0,0,3.0,14.0,0
15308,F,Y,Y,121500.0,State servant,Secondary / secondary special,Married,House / apartment,16114,706,0,0,0,3.0,11.0,0
15309,M,Y,Y,202500.0,Working,Higher education,Married,House / apartment,11838,798,0,0,0,4.0,54.0,1
15310,M,Y,Y,202500.0,Working,Higher education,Married,House / apartment,11838,798,0,0,0,4.0,54.0,1
15311,M,Y,Y,202500.0,Working,Higher education,Married,House / apartment,11838,798,0,0,0,4.0,42.0,1
15312,M,Y,Y,202500.0,Working,Higher education,Married,House / apartment,11838,798,0,0,0,4.0,42.0,1
15313,M,Y,Y,202500.0,Working,Higher education,Married,House / apartment,11838,798,0,0,0,4.0,20.0,0
15314,M,Y,Y,202500.0,Working,Higher education,Married,House / apartment,11838,798,0,0,0,4.0,40.0,1
15315,M,Y,Y,202500.0,Working,Higher education,Married,House / apartment,11838,798,0,0,0,4.0,19.0,0
15316,F,N,N,202500.0,Working,Higher education,Single / not married,House / apartment,11991,706,0,0,1,1.0,9.0,0
15317,F,N,N,202500.0,Working,Higher education,Single / not married,House / apartment,11991,706,0,0,1,1.0,54.0,1
15318,F,N,N,202500.0,Working,Higher education,Single / not married,House / apartment,11991,706,0,0,1,1.0,52.0,1
15319,F,N,N,202500.0,Working,Higher education,Single / not married,House / apartment,11991,706,0,0,1,1.0,9.0,0
15320,F,N,N,202500.0,Working,Higher education,Single / not married,House / apartment,11991,706,0,0,1,1.0,54.0,1
15321,F,N,N,202500.0,Working,Higher education,Single / not married,House / apartment,11991,706,0,0,1,1.0,9.0,0
15322,M,N,Y,675000.0,State servant,Secondary / secondary special,Married,House / apartment,14163,6886,0,1,0,4.0,20.0,0
15323,M,N,Y,675000.0,State servant,Secondary / secondary special,Married,House / apartment,14163,6886,0,1,0,4.0,45.0,1
15324,M,N,Y,675000.0,State servant,Secondary / secondary special,Married,House / apartment,14163,6886,0,1,0,4.0,14.0,0
15325,M,N,Y,675000.0,State servant,Secondary / secondary special,Married,House / apartment,14163,6886,0,1,0,4.0,24.0,0
15326,M,N,Y,675000.0,State servant,Secondary / secondary special,Married,House / apartment,14163,6886,0,1,0,4.0,49.0,1
15327,M,N,Y,675000.0,State servant,Secondary / secondary special,Married,House / apartment,14163,6886,0,1,0,4.0,45.0,1
15328,M,N,Y,675000.0,State servant,Secondary / secondary special,Married,House / apartment,14163,6886,0,1,0,4.0,21.0,0
15329,M,N,Y,675000.0,State servant,Secondary / secondary special,Married,House / apartment,14163,6886,0,1,0,4.0,14.0,0
15330,M,N,Y,675000.0,State servant,Secondary / secondary special,Married,House / apartment,14163,6886,0,1,0,4.0,8.0,0
15331,M,N,Y,675000.0,State servant,Secondary / secondary special,Married,House / apartment,14163,6886,0,1,0,4.0,8.0,0
15332,M,N,Y,675000.0,State servant,Secondary / secondary special,Married,House / apartment,14163,6886,0,1,0,4.0,4.0,0
15333,M,N,Y,675000.0,State servant,Secondary / secondary special,Married,House / apartment,14163,6886,0,1,0,4.0,0.0,0
15334,F,N,Y,135000.0,Commercial associate,Incomplete higher,Married,House / apartment,8056,433,0,0,0,2.0,37.0,1
15335,F,N,Y,135000.0,Commercial associate,Incomplete higher,Married,House / apartment,8056,433,0,0,0,2.0,11.0,0
15336,F,N,N,112500.0,Working,Secondary / secondary special,Married,House / apartment,10344,2533,0,0,0,2.0,52.0,1
15337,F,N,N,112500.0,Working,Secondary / secondary special,Married,House / apartment,10344,2533,0,0,0,2.0,1.0,0
15340,F,Y,Y,166500.0,Commercial associate,Higher education,Single / not married,House / apartment,12337,4239,0,0,0,1.0,51.0,1
15341,F,Y,Y,166500.0,Commercial associate,Higher education,Single / not married,House / apartment,12337,4239,0,0,0,1.0,34.0,1
15342,F,Y,Y,166500.0,Commercial associate,Higher education,Single / not married,House / apartment,12337,4239,0,0,0,1.0,29.0,0
15343,F,Y,Y,166500.0,Commercial associate,Higher education,Single / not married,House / apartment,12337,4239,0,0,0,1.0,28.0,0
15344,F,Y,Y,166500.0,Commercial associate,Higher education,Single / not married,House / apartment,12337,4239,0,0,0,1.0,24.0,0
